00
02
04
06
06
06
06
06
07
08
0A
0B
0D
0D
0C
0B
09
08
08
08
09
09
09
08
07
05
03
01
00
00
01
01
01
01
00
FE
FD
FC
FC
FD
FE
00
01
02
02
01
01
01
02
04
06
08
09
0A
0A
0A
09
09
0A
0B
0C
0E
0E
0E
0D
0B
0A
08
08
07
08
08
07
06
04
02
FF
FE
FC
FC
FC
FC
FC
FB
FA
F8
F6
F5
F5
F6
F7
F8
F9
FA
F9
F9
F8
F8
F9
FA
FC
FE
00
01
01
00
00
00
00
01
03
04
05
04
04
02
00
FF
FE
FE
FF
FF
FF
FE
FC
FA
F8
F6
F5
F5
F5
F6
F6
F5
F4
F3
F1
F1
F1
F2
F3
F5
F6
F7
F7
F7
F7
F7
F8
FA
FC
FF
01
02
02
02
02
02
03
04
06
08
09
09
08
07
06
05
05
05
05
06
06
05
04
02
00
FE
FE
FE
FE
FF
FF
FF
FE
FC
FB
FA
FA
FB
FD
FF
00
01
01
01
00
01
02
03
06
08
0A
0B
0B
0B
0A
0A
0B
0C
0E
0F
10
10
0F
0D
0C
0B
0A
0A
0A
0A
0A
09
07
05
03
01
00
FF
FF
00
00
FF
FD
FC
FA
F9
F9
F9
FB
FC
FD
FD
FD
FC
FC
FC
FD
FE
00
02
03
04
04
04
03
03
03
04
05
07
07
07
06
04
03
01
00
00
01
01
00
FF
FD
FB
F9
F7
F6
F6
F6
F6
F6
F5
F4
F3
F1
F0
F0
F1
F2
F4
F5
F6
F6
F5
F5
F5
F6
F8
